pattern,image_id,file_name,score,note,ir_tp,ir_fp,ir_fn,fusion_tp,fusion_fp,fusion_fn,num_gt
fp_reduction,220102,220102.jpg,6.0,Fusion reduced FP count from 1 to 0.,3,1,1,4,0,0,4
fp_reduction,220184,220184.jpg,6.0,Fusion reduced FP count from 1 to 0.,4,1,0,4,0,0,4
fp_reduction,220213,220213.jpg,6.0,Fusion reduced FP count from 1 to 0.,3,1,2,4,0,1,5
fp_reduction,220318,220318.jpg,6.0,Fusion reduced FP count from 2 to 1.,4,2,1,4,1,1,5
fp_reduction,220360,220360.jpg,6.0,Fusion reduced FP count from 1 to 0.,3,1,2,4,0,1,5
fp_reduction,230374,230374.jpg,6.0,Fusion reduced FP count from 1 to 0.,4,1,0,4,0,0,4
fp_reduction,230399,230399.jpg,6.0,Fusion reduced FP count from 2 to 1.,4,2,0,4,1,0,4
fp_reduction,230418,230418.jpg,6.0,Fusion reduced FP count from 1 to 0.,3,1,1,4,0,0,4
fp_reduction,230437,230437.jpg,6.0,Fusion reduced FP count from 1 to 0.,4,1,0,4,0,0,4
fp_reduction,230461,230461.jpg,6.0,Fusion reduced FP count from 1 to 0.,4,1,0,4,0,0,4
fp_reduction,200086,200086.jpg,5.5,Fusion reduced FP count from 4 to 3.,3,4,1,3,3,1,4
fp_reduction,210112,210112.jpg,5.5,Fusion reduced FP count from 1 to 0.,2,1,1,3,0,0,3
fp_reduction,210127,210127.jpg,5.5,Fusion reduced FP count from 1 to 0.,2,1,1,3,0,0,3
fp_reduction,210265,210265.jpg,5.5,Fusion reduced FP count from 1 to 0.,3,1,1,3,0,1,4
fp_reduction,210374,210374.jpg,5.5,Fusion reduced FP count from 1 to 0.,2,1,1,3,0,0,3
fp_reduction,220060,220060.jpg,5.5,Fusion reduced FP count from 2 to 1.,3,2,0,3,1,0,3
fp_reduction,220156,220156.jpg,5.5,Fusion reduced FP count from 1 to 0.,2,1,1,3,0,0,3
fp_reduction,220209,220209.jpg,5.5,Fusion reduced FP count from 1 to 0.,3,1,0,3,0,0,3
fp_reduction,230055,230055.jpg,5.5,Fusion reduced FP count from 1 to 0.,3,1,1,3,0,1,4
fp_reduction,230089,230089.jpg,5.5,Fusion reduced FP count from 1 to 0.,2,1,1,3,0,0,3
fp_reduction,230431,230431.jpg,5.5,Fusion reduced FP count from 1 to 0.,3,1,1,3,0,1,4
fp_reduction,240079,240079.jpg,5.5,Fusion reduced FP count from 1 to 0.,1,1,2,3,0,0,3
fp_reduction,240152,240152.jpg,5.5,Fusion reduced FP count from 2 to 1.,3,2,0,3,1,0,3
fp_reduction,240220,240220.jpg,5.5,Fusion reduced FP count from 1 to 0.,3,1,1,3,0,1,4
fp_reduction,240467,240467.jpg,5.5,Fusion reduced FP count from 1 to 0.,3,1,0,3,0,0,3
fp_reduction,260332,260332.jpg,5.5,Fusion reduced FP count from 1 to 0.,2,1,1,3,0,0,3
fp_reduction,260418,260418.jpg,5.5,Fusion reduced FP count from 1 to 0.,4,1,0,3,0,1,4
fp_reduction,190029,190029.jpg,5.0,Fusion reduced FP count from 1 to 0.,3,1,1,2,0,2,4
fp_reduction,190050,190050.jpg,5.0,Fusion reduced FP count from 1 to 0.,2,1,0,2,0,0,2
fp_reduction,200293,200293.jpg,5.0,Fusion reduced FP count from 1 to 0.,2,1,0,2,0,0,2
fp_reduction,200310,200310.jpg,5.0,Fusion reduced FP count from 1 to 0.,2,1,0,2,0,0,2
fp_reduction,210098,210098.jpg,5.0,Fusion reduced FP count from 1 to 0.,1,1,2,2,0,1,3
fp_reduction,210207,210207.jpg,5.0,Fusion reduced FP count from 1 to 0.,2,1,2,2,0,2,4
fp_reduction,210262,210262.jpg,5.0,Fusion reduced FP count from 1 to 0.,2,1,0,2,0,0,2
fp_reduction,210264,210264.jpg,5.0,Fusion reduced FP count from 1 to 0.,2,1,0,2,0,0,2
fp_reduction,210341,210341.jpg,5.0,Fusion reduced FP count from 1 to 0.,2,1,1,2,0,1,3
fp_reduction,210378,210378.jpg,5.0,Fusion reduced FP count from 1 to 0.,2,1,1,2,0,1,3
fp_reduction,220021,220021.jpg,5.0,Fusion reduced FP count from 1 to 0.,2,1,1,2,0,1,3
fp_reduction,220285,220285.jpg,5.0,Fusion reduced FP count from 2 to 1.,2,2,1,2,1,1,3
fp_reduction,220359,220359.jpg,5.0,Fusion reduced FP count from 3 to 2.,2,3,1,2,2,1,3
fp_reduction,220371,220371.jpg,5.0,Fusion reduced FP count from 2 to 1.,2,2,0,2,1,0,2
fp_reduction,230068,230068.jpg,5.0,Fusion reduced FP count from 1 to 0.,1,1,1,2,0,0,2
fp_reduction,230298,230298.jpg,5.0,Fusion reduced FP count from 1 to 0.,2,1,0,2,0,0,2
fp_reduction,230466,230466.jpg,5.0,Fusion reduced FP count from 1 to 0.,1,1,2,2,0,1,3
fp_reduction,240045,240045.jpg,5.0,Fusion reduced FP count from 1 to 0.,0,1,2,2,0,0,2
fp_reduction,240193,240193.jpg,5.0,Fusion reduced FP count from 1 to 0.,2,1,1,2,0,1,3
fp_reduction,240217,240217.jpg,5.0,Fusion reduced FP count from 1 to 0.,2,1,0,2,0,0,2
fp_reduction,240286,240286.jpg,5.0,Fusion reduced FP count from 1 to 0.,2,1,0,2,0,0,2
fp_reduction,240334,240334.jpg,5.0,Fusion reduced FP count from 1 to 0.,2,1,2,2,0,2,4
fp_reduction,260326,260326.jpg,5.0,Fusion reduced FP count from 2 to 1.,2,2,0,2,1,0,2
fp_reduction,210057,210057.jpg,4.5,Fusion reduced FP count from 1 to 0.,1,1,2,1,0,2,3
fp_reduction,210331,210331.jpg,4.5,Fusion reduced FP count from 1 to 0.,1,1,1,1,0,1,2
fp_reduction,220105,220105.jpg,4.5,Fusion reduced FP count from 1 to 0.,1,1,0,1,0,0,1
