pattern,image_id,file_name,score,note,ir_tp,ir_fp,ir_fn,fusion_tp,fusion_fp,fusion_fn,num_gt
better_localization,210120,210120.jpg,5.227403276460583,Fusion improved IoU on 1 GT(s).,2,0,1,2,0,1,3
better_localization,200093,200093.jpg,5.226070704666224,Fusion improved IoU on 1 GT(s).,3,1,1,3,3,1,4
better_localization,230244,230244.jpg,5.204375355559527,Fusion improved IoU on 1 GT(s).,3,0,0,3,0,0,3
better_localization,230291,230291.jpg,5.198653644547239,Fusion improved IoU on 1 GT(s).,2,0,0,2,2,0,2
better_localization,200059,200059.jpg,5.198038425944402,Fusion improved IoU on 1 GT(s).,3,0,0,3,2,0,3
better_localization,210434,210434.jpg,5.184860703449733,Fusion improved IoU on 1 GT(s).,2,0,1,2,0,1,3
better_localization,220102,220102.jpg,5.175284873436826,Fusion improved IoU on 1 GT(s).,3,1,1,4,1,0,4
better_localization,240326,240326.jpg,5.158823679466054,Fusion improved IoU on 1 GT(s).,4,0,0,4,0,0,4
better_localization,260105,260105.jpg,5.156230857572541,Fusion improved IoU on 1 GT(s).,5,0,0,5,0,0,5
better_localization,230190,230190.jpg,5.13914140273994,Fusion improved IoU on 1 GT(s).,2,1,0,2,3,0,2
better_localization,210264,210264.jpg,5.135931633974838,Fusion improved IoU on 1 GT(s).,2,1,0,2,0,0,2
better_localization,220186,220186.jpg,5.071386141428587,Fusion improved IoU on 1 GT(s).,3,0,1,4,2,0,4
better_localization,230453,230453.jpg,5.047285806513682,Fusion improved IoU on 1 GT(s).,4,0,0,4,0,0,4
better_localization,230191,230191.jpg,5.03576809348549,Fusion improved IoU on 1 GT(s).,3,0,0,3,0,0,3
better_localization,230077,230077.jpg,5.020400997159449,Fusion improved IoU on 1 GT(s).,4,0,0,4,0,0,4
better_localization,230029,230029.jpg,5.008904048667123,Fusion improved IoU on 1 GT(s).,2,0,0,2,1,0,2
better_localization,230065,230065.jpg,5.007512701077956,Fusion improved IoU on 1 GT(s).,2,0,0,2,0,0,2
better_localization,230273,230273.jpg,4.987333190622902,Fusion improved IoU on 1 GT(s).,2,0,0,2,0,0,2
better_localization,210031,210031.jpg,4.981371563720548,Fusion improved IoU on 1 GT(s).,5,0,0,5,1,0,5
better_localization,210228,210228.jpg,4.97918187768383,Fusion improved IoU on 1 GT(s).,2,0,1,2,1,1,3
better_localization,230371,230371.jpg,4.978544231609927,Fusion improved IoU on 1 GT(s).,5,0,0,5,0,0,5
better_localization,200282,200282.jpg,4.96731596021632,Fusion improved IoU on 1 GT(s).,1,0,0,1,1,0,1
better_localization,260305,260305.jpg,4.952075640644787,Fusion improved IoU on 1 GT(s).,2,2,1,3,2,0,3
better_localization,190075,190075.jpg,4.940276248425521,Fusion improved IoU on 1 GT(s).,2,0,0,2,1,0,2
better_localization,230376,230376.jpg,4.937444482260453,Fusion improved IoU on 1 GT(s).,2,0,0,2,0,0,2
better_localization,200077,200077.jpg,4.92523177446833,Fusion improved IoU on 1 GT(s).,1,0,0,1,1,0,1
better_localization,200232,200232.jpg,4.9228819834840625,Fusion improved IoU on 1 GT(s).,2,0,0,2,1,0,2
better_localization,230143,230143.jpg,4.90946520727956,Fusion improved IoU on 1 GT(s).,6,0,0,6,2,0,6
better_localization,230439,230439.jpg,4.90146481946843,Fusion improved IoU on 1 GT(s).,5,1,0,5,1,0,5
better_localization,260352,260352.jpg,4.8964955694471275,Fusion improved IoU on 1 GT(s).,1,0,0,1,0,0,1
better_localization,260440,260440.jpg,4.887989966714945,Fusion improved IoU on 1 GT(s).,2,0,0,2,1,0,2
better_localization,190732,190732.jpg,4.887409626712734,Fusion improved IoU on 1 GT(s).,4,0,0,4,1,0,4
better_localization,200051,200051.jpg,4.8859126802747355,Fusion improved IoU on 1 GT(s).,2,0,0,2,1,0,2
better_localization,210302,210302.jpg,4.877017865814078,Fusion improved IoU on 1 GT(s).,2,0,0,2,0,0,2
better_localization,220120,220120.jpg,4.867371073221607,Fusion improved IoU on 1 GT(s).,7,0,1,8,1,0,8
better_localization,260292,260292.jpg,4.840871422278859,Fusion improved IoU on 1 GT(s).,3,0,0,3,1,0,3
better_localization,230422,230422.jpg,4.801549368899053,Fusion improved IoU on 1 GT(s).,3,1,0,3,2,0,3
better_localization,220150,220150.jpg,4.791200669004864,Fusion improved IoU on 1 GT(s).,5,1,0,5,1,0,5
better_localization,220051,220051.jpg,4.76280471447683,Fusion improved IoU on 1 GT(s).,1,1,0,1,1,0,1
better_localization,230195,230195.jpg,4.762614849271858,Fusion improved IoU on 1 GT(s).,4,0,0,4,0,0,4
better_localization,210193,210193.jpg,4.738130114732746,Fusion improved IoU on 1 GT(s).,2,0,0,2,0,0,2
better_localization,230172,230172.jpg,4.738083469740131,Fusion improved IoU on 1 GT(s).,3,0,1,3,0,1,4
better_localization,230215,230215.jpg,4.728965646837186,Fusion improved IoU on 1 GT(s).,3,0,0,3,0,0,3
better_localization,260439,260439.jpg,4.721262565489386,Fusion improved IoU on 1 GT(s).,1,2,1,2,4,0,2
better_localization,260188,260188.jpg,4.708221304993867,Fusion improved IoU on 1 GT(s).,3,0,0,3,0,0,3
better_localization,210266,210266.jpg,4.706470684323534,Fusion improved IoU on 1 GT(s).,3,0,0,3,0,0,3
better_localization,210328,210328.jpg,4.688012635205769,Fusion improved IoU on 1 GT(s).,2,0,0,2,0,0,2
better_localization,220342,220342.jpg,4.682226033237853,Fusion improved IoU on 1 GT(s).,2,0,0,2,0,0,2
better_localization,210240,210240.jpg,4.6739628313254284,Fusion improved IoU on 1 GT(s).,4,1,1,4,1,1,5
better_localization,220153,220153.jpg,4.673540733077811,Fusion improved IoU on 1 GT(s).,7,2,1,7,2,1,8
better_localization,200302,200302.jpg,4.662570290608318,Fusion improved IoU on 1 GT(s).,1,0,0,1,1,0,1
better_localization,200158,200158.jpg,4.647718028519528,Fusion improved IoU on 1 GT(s).,3,0,0,3,1,0,3
better_localization,230158,230158.jpg,4.641479403205501,Fusion improved IoU on 1 GT(s).,1,0,1,2,0,0,2
better_localization,230399,230399.jpg,4.6162820787270356,Fusion improved IoU on 1 GT(s).,4,2,0,4,2,0,4
better_localization,230298,230298.jpg,4.602201349899178,Fusion improved IoU on 1 GT(s).,2,1,0,2,0,0,2
better_localization,210233,210233.jpg,4.597317419718156,Fusion improved IoU on 1 GT(s).,4,1,0,4,3,0,4
better_localization,220191,220191.jpg,4.583718072963904,Fusion improved IoU on 1 GT(s).,3,0,0,3,0,0,3
better_localization,220303,220303.jpg,4.581701013769158,Fusion improved IoU on 1 GT(s).,3,0,1,4,0,0,4
better_localization,200284,200284.jpg,4.573030868473073,Fusion improved IoU on 1 GT(s).,3,0,0,3,0,0,3
better_localization,220283,220283.jpg,4.567177421001889,Fusion improved IoU on 1 GT(s).,3,0,0,3,0,0,3
better_localization,210425,210425.jpg,4.551576892215685,Fusion improved IoU on 1 GT(s).,2,0,1,2,0,1,3
better_localization,230208,230208.jpg,4.542908582204706,Fusion improved IoU on 1 GT(s).,4,0,0,4,0,0,4
better_localization,210075,210075.jpg,4.540091574423668,Fusion improved IoU on 1 GT(s).,1,0,0,1,0,0,1
better_localization,210325,210325.jpg,4.532954181353726,Fusion improved IoU on 1 GT(s).,4,0,0,4,0,0,4
better_localization,240038,240038.jpg,4.522506441388394,Fusion improved IoU on 1 GT(s).,1,0,0,1,1,0,1
better_localization,220206,220206.jpg,4.5193746014415055,Fusion improved IoU on 1 GT(s).,2,0,0,2,0,0,2
better_localization,230364,230364.jpg,4.517026269075777,Fusion improved IoU on 1 GT(s).,4,0,0,4,1,0,4
better_localization,190162,190162.jpg,4.513306879532351,Fusion improved IoU on 1 GT(s).,1,0,1,1,0,1,2
better_localization,200027,200027.jpg,4.512540759347262,Fusion improved IoU on 1 GT(s).,1,0,0,1,1,0,1
better_localization,200116,200116.jpg,4.50636484954021,Fusion improved IoU on 1 GT(s).,2,0,0,2,1,0,2
better_localization,210320,210320.jpg,4.500824370595607,Fusion improved IoU on 1 GT(s).,2,0,1,2,0,1,3
better_localization,210316,210316.jpg,4.499298474764126,Fusion improved IoU on 1 GT(s).,5,0,0,5,0,0,5
better_localization,230368,230368.jpg,4.490430366205437,Fusion improved IoU on 1 GT(s).,2,0,1,2,0,1,3
better_localization,230094,230094.jpg,4.4860340119692985,Fusion improved IoU on 1 GT(s).,4,0,0,4,0,0,4
better_localization,230036,230036.jpg,4.4848306006656085,Fusion improved IoU on 1 GT(s).,5,0,0,5,0,0,5
better_localization,190103,190103.jpg,4.482813809817066,Fusion improved IoU on 1 GT(s).,3,0,0,3,0,0,3
better_localization,260336,260336.jpg,4.4766012259860375,Fusion improved IoU on 1 GT(s).,2,0,0,2,0,0,2
better_localization,210344,210344.jpg,4.475389155126804,Fusion improved IoU on 1 GT(s).,3,0,0,3,0,0,3
better_localization,190308,190308.jpg,4.47062000040747,Fusion improved IoU on 1 GT(s).,3,0,0,3,1,0,3
better_localization,260291,260291.jpg,4.463232319296189,Fusion improved IoU on 1 GT(s).,3,0,0,3,0,0,3
better_localization,220214,220214.jpg,4.458371730700652,Fusion improved IoU on 1 GT(s).,6,2,1,6,2,1,7
better_localization,230040,230040.jpg,4.4531594804005685,Fusion improved IoU on 1 GT(s).,2,0,0,2,0,0,2
better_localization,210279,210279.jpg,4.448072533387861,Fusion improved IoU on 1 GT(s).,7,0,0,7,1,0,7
better_localization,220081,220081.jpg,4.446243888463369,Fusion improved IoU on 1 GT(s).,1,0,0,1,0,0,1
better_localization,210398,210398.jpg,4.442253369882051,Fusion improved IoU on 1 GT(s).,2,0,0,2,0,0,2
better_localization,220029,220029.jpg,4.438159613055545,Fusion improved IoU on 1 GT(s).,1,0,0,1,0,0,1
better_localization,230354,230354.jpg,4.4374763933070955,Fusion improved IoU on 1 GT(s).,4,1,1,5,1,0,5
better_localization,210080,210080.jpg,4.433712602389322,Fusion improved IoU on 1 GT(s).,3,0,2,3,0,2,5
better_localization,260325,260325.jpg,4.424527283901868,Fusion improved IoU on 1 GT(s).,5,0,0,5,0,0,5
better_localization,210396,210396.jpg,4.4245160417834395,Fusion improved IoU on 1 GT(s).,5,0,1,6,1,0,6
better_localization,230063,230063.jpg,4.409664205368879,Fusion improved IoU on 1 GT(s).,3,0,0,3,0,0,3
better_localization,190071,190071.jpg,4.409567486166567,Fusion improved IoU on 1 GT(s).,10,2,0,9,1,1,10
better_localization,260246,260246.jpg,4.402143346151346,Fusion improved IoU on 1 GT(s).,1,0,0,1,0,0,1
better_localization,230035,230035.jpg,4.39502838539911,Fusion improved IoU on 1 GT(s).,3,0,0,3,0,0,3
better_localization,220168,220168.jpg,4.392306016659003,Fusion improved IoU on 1 GT(s).,3,0,1,4,0,0,4
better_localization,220256,220256.jpg,4.391371842912751,Fusion improved IoU on 1 GT(s).,2,0,0,2,0,0,2
better_localization,210174,210174.jpg,4.390079968821424,Fusion improved IoU on 1 GT(s).,4,0,0,4,1,0,4
better_localization,260389,260389.jpg,4.382441835278802,Fusion improved IoU on 1 GT(s).,2,0,0,2,1,0,2
better_localization,190356,190356.jpg,4.377931926953911,Fusion improved IoU on 1 GT(s).,1,1,0,1,1,0,1
better_localization,190801,190801.jpg,4.376576790587444,Fusion improved IoU on 1 GT(s).,9,0,0,9,0,0,9
better_localization,190146,190146.jpg,4.375487540980825,Fusion improved IoU on 1 GT(s).,6,0,0,5,1,1,6
better_localization,190485,190485.jpg,4.370481599761442,Fusion improved IoU on 1 GT(s).,3,0,0,3,1,0,3
better_localization,230450,230450.jpg,4.365075991293642,Fusion improved IoU on 1 GT(s).,2,0,0,2,0,0,2
better_localization,210008,210008.jpg,4.359943336505804,Fusion improved IoU on 1 GT(s).,4,1,0,4,1,0,4
better_localization,190448,190448.jpg,4.354069701541296,Fusion improved IoU on 1 GT(s).,2,0,0,2,0,0,2
better_localization,230233,230233.jpg,4.349025453623224,Fusion improved IoU on 1 GT(s).,2,0,0,2,0,0,2
better_localization,230358,230358.jpg,4.34182079294463,Fusion improved IoU on 1 GT(s).,3,0,0,3,0,0,3
better_localization,260250,260250.jpg,4.340955399718374,Fusion improved IoU on 1 GT(s).,1,0,0,1,1,0,1
better_localization,200138,200138.jpg,4.337256043318137,Fusion improved IoU on 1 GT(s).,1,0,0,1,0,0,1
better_localization,220208,220208.jpg,4.336433543225432,Fusion improved IoU on 1 GT(s).,2,0,0,2,0,0,2
better_localization,220254,220254.jpg,4.335984548320256,Fusion improved IoU on 1 GT(s).,5,1,1,6,3,0,6
better_localization,220158,220158.jpg,4.3308982943878895,Fusion improved IoU on 1 GT(s).,2,0,0,2,1,0,2
better_localization,200281,200281.jpg,4.327919479555671,Fusion improved IoU on 1 GT(s).,3,0,0,3,2,0,3
better_localization,220045,220045.jpg,4.323356917832537,Fusion improved IoU on 1 GT(s).,2,1,1,2,1,1,3
better_localization,200316,200316.jpg,4.314955416026341,Fusion improved IoU on 1 GT(s).,2,0,0,2,2,0,2
better_localization,190675,190675.jpg,4.31305110383499,Fusion improved IoU on 1 GT(s).,4,0,0,4,1,0,4
better_localization,190717,190717.jpg,4.307753756939963,Fusion improved IoU on 1 GT(s).,2,0,0,2,0,0,2
better_localization,230204,230204.jpg,4.302940565519868,Fusion improved IoU on 1 GT(s).,2,0,0,2,0,0,2
better_localization,190373,190373.jpg,4.300250793778462,Fusion improved IoU on 1 GT(s).,4,0,0,4,0,0,4
better_localization,220130,220130.jpg,4.29347539767413,Fusion improved IoU on 1 GT(s).,2,0,0,2,0,0,2
better_localization,210116,210116.jpg,4.292201366286853,Fusion improved IoU on 1 GT(s).,2,0,0,2,0,0,2
better_localization,190605,190605.jpg,4.285394947747735,Fusion improved IoU on 1 GT(s).,5,1,1,5,1,1,6
better_localization,230424,230424.jpg,4.280131247209821,Fusion improved IoU on 1 GT(s).,4,0,0,4,0,0,4
better_localization,210313,210313.jpg,4.279282202241131,Fusion improved IoU on 1 GT(s).,4,2,0,4,1,0,4
better_localization,210248,210248.jpg,4.2790252794750145,Fusion improved IoU on 1 GT(s).,2,0,0,2,0,0,2
better_localization,190572,190572.jpg,4.277155774302065,Fusion improved IoU on 1 GT(s).,3,0,0,3,0,0,3
better_localization,210291,210291.jpg,4.269101143588371,Fusion improved IoU on 1 GT(s).,4,0,1,5,0,0,5
better_localization,260452,260452.jpg,4.257147673616732,Fusion improved IoU on 1 GT(s).,3,0,0,3,2,0,3
better_localization,220017,220017.jpg,4.253734843864396,Fusion improved IoU on 1 GT(s).,2,0,0,2,0,0,2
better_localization,190750,190750.jpg,4.2497014255403,Fusion improved IoU on 1 GT(s).,5,2,0,5,3,0,5
better_localization,190181,190181.jpg,4.248740172858694,Fusion improved IoU on 1 GT(s).,7,0,0,7,1,0,7
better_localization,230104,230104.jpg,4.248150201492953,Fusion improved IoU on 1 GT(s).,2,0,0,2,1,0,2
better_localization,200047,200047.jpg,4.247470129429699,Fusion improved IoU on 1 GT(s).,2,0,0,2,0,0,2
better_localization,220030,220030.jpg,4.247067970934992,Fusion improved IoU on 1 GT(s).,2,0,0,2,0,0,2
better_localization,190003,190003.jpg,4.244796570285709,Fusion improved IoU on 1 GT(s).,5,0,0,5,1,0,5
better_localization,210043,210043.jpg,4.240345091982748,Fusion improved IoU on 1 GT(s).,4,0,1,5,1,0,5
better_localization,230440,230440.jpg,4.239446706180933,Fusion improved IoU on 1 GT(s).,4,0,0,4,0,0,4
better_localization,220273,220273.jpg,4.232571341358471,Fusion improved IoU on 1 GT(s).,2,0,0,2,0,0,2
better_localization,240490,240490.jpg,4.2323561765697555,Fusion improved IoU on 1 GT(s).,3,0,0,3,0,0,3
better_localization,230015,230015.jpg,4.229247374247593,Fusion improved IoU on 1 GT(s).,3,0,0,3,1,0,3
better_localization,210273,210273.jpg,4.227019678467376,Fusion improved IoU on 1 GT(s).,2,0,0,2,0,0,2
better_localization,210157,210157.jpg,4.226959963968833,Fusion improved IoU on 1 GT(s).,2,0,1,2,1,1,3
better_localization,210270,210270.jpg,4.2260670791476835,Fusion improved IoU on 1 GT(s).,2,0,0,2,0,0,2
better_localization,210118,210118.jpg,4.218968072021998,Fusion improved IoU on 1 GT(s).,4,0,0,4,0,0,4
better_localization,200056,200056.jpg,4.214349362657533,Fusion improved IoU on 1 GT(s).,3,0,0,3,4,0,3
better_localization,210148,210148.jpg,4.2140425877283025,Fusion improved IoU on 1 GT(s).,2,0,0,2,0,0,2
better_localization,200306,200306.jpg,4.2047900874533655,Fusion improved IoU on 1 GT(s).,2,1,1,3,2,0,3
better_localization,230279,230279.jpg,4.196878039069679,Fusion improved IoU on 1 GT(s).,2,0,0,2,0,0,2
better_localization,260074,260074.jpg,4.193858791076742,Fusion improved IoU on 1 GT(s).,2,1,1,3,1,0,3
better_localization,210140,210140.jpg,4.191244946120866,Fusion improved IoU on 1 GT(s).,1,0,0,1,0,0,1
better_localization,220140,220140.jpg,4.18299343338709,Fusion improved IoU on 1 GT(s).,6,0,0,6,1,0,6
better_localization,230275,230275.jpg,4.181934939245465,Fusion improved IoU on 1 GT(s).,4,0,0,4,1,0,4
better_localization,190648,190648.jpg,4.173523692292981,Fusion improved IoU on 1 GT(s).,10,0,0,10,1,0,10
better_localization,190286,190286.jpg,4.162314369283783,Fusion improved IoU on 1 GT(s).,2,0,0,2,1,0,2
better_localization,210036,210036.jpg,4.15060726756295,Fusion improved IoU on 1 GT(s).,2,0,0,2,0,0,2
better_localization,230083,230083.jpg,4.149318720314058,Fusion improved IoU on 1 GT(s).,2,0,0,2,0,0,2
better_localization,230013,230013.jpg,4.148877399208446,Fusion improved IoU on 1 GT(s).,1,1,0,1,2,0,1
better_localization,220054,220054.jpg,4.148327377676549,Fusion improved IoU on 1 GT(s).,4,1,1,4,1,1,5
better_localization,220288,220288.jpg,4.147801034149999,Fusion improved IoU on 1 GT(s).,1,0,1,2,0,0,2
better_localization,210392,210392.jpg,4.14685004209894,Fusion improved IoU on 1 GT(s).,2,0,0,2,0,0,2
better_localization,220129,220129.jpg,4.143890719356247,Fusion improved IoU on 1 GT(s).,3,0,0,3,0,0,3
better_localization,210123,210123.jpg,4.141488245652389,Fusion improved IoU on 1 GT(s).,4,1,1,5,0,0,5
better_localization,230394,230394.jpg,4.140717973905405,Fusion improved IoU on 1 GT(s).,6,1,0,6,1,0,6
better_localization,230363,230363.jpg,4.139272845539715,Fusion improved IoU on 1 GT(s).,1,0,0,1,0,0,1
better_localization,190320,190320.jpg,4.137735924503598,Fusion improved IoU on 1 GT(s).,5,0,0,5,1,0,5
better_localization,230318,230318.jpg,4.136906054800596,Fusion improved IoU on 1 GT(s).,4,1,0,4,1,0,4
better_localization,230066,230066.jpg,4.135245122588799,Fusion improved IoU on 1 GT(s).,3,0,0,3,1,0,3
better_localization,190122,190122.jpg,4.122922137483777,Fusion improved IoU on 1 GT(s).,7,0,0,7,1,0,7
better_localization,200181,200181.jpg,4.122086431963336,Fusion improved IoU on 1 GT(s).,2,0,0,2,1,0,2
better_localization,260160,260160.jpg,4.117965367473391,Fusion improved IoU on 1 GT(s).,5,3,0,5,3,0,5
better_localization,230041,230041.jpg,4.115175364576039,Fusion improved IoU on 1 GT(s).,3,1,0,3,1,0,3
better_localization,230362,230362.jpg,4.1146986604635,Fusion improved IoU on 1 GT(s).,3,0,0,3,0,0,3
better_localization,210171,210171.jpg,4.112339068603115,Fusion improved IoU on 1 GT(s).,4,0,0,4,0,0,4
better_localization,200257,200257.jpg,4.103529554604053,Fusion improved IoU on 1 GT(s).,1,0,0,1,1,0,1
better_localization,220351,220351.jpg,4.103456542527217,Fusion improved IoU on 1 GT(s).,2,0,0,2,0,0,2
better_localization,220305,220305.jpg,4.1028752281813805,Fusion improved IoU on 1 GT(s).,1,3,1,2,3,0,2
better_localization,190513,190513.jpg,4.10214714744796,Fusion improved IoU on 1 GT(s).,4,1,0,4,1,0,4
better_localization,190104,190104.jpg,4.088974171737187,Fusion improved IoU on 1 GT(s).,3,0,0,3,0,0,3
better_localization,240175,240175.jpg,4.088144474317522,Fusion improved IoU on 1 GT(s).,2,0,1,2,0,1,3
better_localization,220073,220073.jpg,4.088123342444517,Fusion improved IoU on 1 GT(s).,2,0,0,2,0,0,2
better_localization,220367,220367.jpg,4.082776624921925,Fusion improved IoU on 1 GT(s).,2,1,1,2,1,1,3
better_localization,260498,260498.jpg,4.081012626383702,Fusion improved IoU on 1 GT(s).,4,0,0,4,0,0,4
